"Region: PAC"
"Geographic Zones: All"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 42294"
"#Species Reported: 466"
"Average Species Reported on a Survey by Expert Surveyors: 23.37"
"Average Species Reported on a Survey by Novice Surveyors: 15.76"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
22140022,"Hat Island - West Wall",0,0,0,0,0,1,0:30
22140023,"Huckelberry Island - East Wall",0,0,0,0,0,1,0:30
22140024,"Edwards Point",0,0,4,0,0,4,4:55
22140025,"Willow Island - Northside",0,0,0,1,0,0,0:58
22140026,"Friday Harbor Lab Harbor and Docks",0,0,6,0,0,8,7:37
22140027,"Pema's House",0,0,0,0,0,2,1:27
22140028,"Reef Point",0,0,2,0,0,5,4:08
22140029,"Christmas Reef",0,0,2,0,0,1,1:43
22140030,"Brunch Reef (Griffin Bay)",0,0,0,0,0,1,0:27
22140031,"Seiner Wreck",0,0,0,0,0,3,1:32
22140032,"Harbor Rock",0,0,1,0,0,1,0:50
22140033,"Jackie's Knot",0,0,0,0,0,1,0:35
22140034,"Turn Rock - South Side",0,0,0,0,0,1,0:42
22140035,"Jackson Beach Park Pilings",0,0,1,0,0,0,0:46
22140036,"Jackson Beach Park West End",0,0,1,0,0,0,0:50
22140037,"South Beach",0,0,1,0,0,0,0:42
22140038,"Jackson’s Beach Argyle Lagoon Eelgrass meadow",0,0,1,0,0,0,0:35
22140039,"Battleship Island East",0,0,3,0,0,0,2:25
22140040,"Brown Island, SE side",0,0,0,0,0,1,0:41
2215,"Stuart & Spieden Isls. (incl Jones and Flattop)",0,0,82,2,0,31,89:54
22150001,"Gull Rock",0,0,3,0,0,2,4:10
22150002,"Flattop Island South",0,0,2,2,0,3,4:22
22150003,"Flattop Island Marine Reserve",0,0,46,0,0,8,45:51
22150004,"Green Point (Spieden Isl)",0,0,1,0,0,2,2:11
22150005,"Turn Point",0,0,13,0,0,9,16:14
22150006,"Spieden Bluff",0,0,0,0,0,1,0:47
22150007,"Charles Point  Prevost HBR (Stuart Island)",0,0,1,0,0,0,0:57
22150010,"Jones Island North Cove",0,0,0,0,0,1,0:56
22150011,"Sentinel Island - NW side",0,0,4,0,0,1,3:27
22150012,"Danger Shoal",0,0,1,0,0,0,0:48
22150013,"Gossip Island",0,0,3,0,0,1,2:18
22150014,"Sentinel Island - NE side",0,0,3,0,0,1,3:24
22150015,"Sentinel Island - SE corner",0,0,1,0,0,0,0:40
22150016,"Rock NW of Jones Island Marine Park",0,0,1,0,0,0,0:20
22150017,"Johns Island NW side",0,0,3,0,0,1,2:46
22150018,"Ripple Island NE side",0,0,0,0,0,1,0:43
2216,"Waldron Island",0,0,13,3,0,13,22:36
22160001,"Bare Island",0,0,8,0,0,7,12:14
22160002,"White Rock",0,0,1,3,0,0,3:26
22160003,"Skipjack Island South",0,0,0,0,0,4,2:15
22160005,"Point Disney",0,0,2,0,0,2,2:47
22160006,"Cowlitz Bay (Waldron Island)",0,0,2,0,0,0,1:54
2217,"Sinclair Island",0,0,0,0,0,4,3:16
22170001,"Sinclair Island South / Octopus Wall",0,0,0,0,0,4,3:16
2219,"Cypress Island",0,2,35,0,2,64,80:23
22190001,"Strawberry Island / Gobsmacked",0,0,19,0,1,8,24:05
22190002,"Little Cone Island, SW side",0,0,0,0,1,9,9:08
22190003,"Eagle Cliff",0,0,0,0,0,1,1:17
22190004,"Cypress Reef (N End)",0,0,0,0,0,1,0:49
22190005,"Cypress Head",0,0,0,0,0,4,2:03
22190006,"Pelican Wall",0,0,2,0,0,13,9:59
22190007,Revolution,0,1,7,0,0,11,12:59
22190008,"NW Big Cone Island",0,1,7,0,0,15,18:24
22190009,"Little Cone Island, North side",0,0,0,0,0,2,1:39
2220,"Guemes Island",0,0,1,0,0,3,3:56
22200001,"Mel's Wall - East Wall - Guemes Island",0,0,0,0,0,2,2:18
22200003,"Hungover Head",0,0,1,0,0,0,0:57
22200004,"Saddlebag Island, West side",0,0,0,0,0,1,0:41
2221,"Fidalgo Island (including Allan and Burrows)",0,0,131,16,1,93,220:00
222101,Anacortes,0,0,87,11,1,45,138:53
22210101,"March Point",0,0,0,1,0,0,1:05
22210102,"Burrows Channel",0,0,3,5,0,9,13:51
22210103,"Green Point (WA Park, Fidalgo Is.)",0,0,5,0,0,4,9:59
22210104,"POA Pier 1 and 2",0,0,5,0,0,0,5:20
22210105,"Use 22210207 (was NW Island)",0,0,8,0,0,4,8:50
22210107,"Please use 22210401 (was Burrows Island, NE corner)",0,0,2,0,0,1,2:15
22210108,"Skyline Marina Wall",0,0,58,5,1,27,91:20
22210110,"Anacortes Ship Harbor",0,0,6,0,0,0,6:13
222102,"Rosario Beach",0,0,33,5,0,39,64:36
22210201,"Urchin Rocks",0,0,9,4,0,10,20:21
22210202,"North Cliff",0,0,0,1,0,2,2:24
22210203,"Rosario Beach - general area",0,0,9,0,0,18,23:16
22210204,"Sares Head",0,0,8,0,0,7,11:08
22210205,"Rosario Beach Flats",0,0,2,0,0,0,1:20
22210206,"Bowman Bay Rock - Deception Pass State Park",0,0,2,0,0,0,1:59
22210207,"Northwest Island (off Rosario Beach)",0,0,2,0,0,0,1:41
22210208,"Triton Wall (near Sares Head)",0,0,0,0,0,2,1:44
222103,"Allan Island",0,0,10,0,0,8,14:46
22210301,"Allan Island North Side",0,0,5,0,0,6,9:11
22210302,"Williamson Rocks (off Allan Island)",0,0,2,0,0,1,2:07
22210303,"Dennis Shoal",0,0,2,0,0,0,1:44
22210304,"Young Island SE Inlet",0,0,1,0,0,0,1:00
22210305,"Allan Island SE Side",0,0,0,0,0,1,0:44
222104,"Burrows Island",0,0,1,0,0,1,1:45
22210402,"Burrows Island Lighthouse",0,0,1,0,0,1,1:45
2222,Decatur,0,0,27,0,0,22,37:49
22220001,"James Island North Side",0,0,23,0,0,21,33:59
22220002,"Cannonball Quarry in Thatcher Pass",0,0,1,0,0,0,0:45
22220003,"James Island East Side",0,0,2,0,0,0,1:26
22220004,"Bird Rocks, South End",0,0,1,0,0,1,1:39
2223,"Samish Island",0,0,0,0,0,2,1:21
22230001,"Samish Bay",0,0,0,0,0,2,1:21
2224,"Sucia and Matia Islands",0,0,12,1,0,7,16:33
22240001,"Sucia Islands North",0,0,0,1,0,0,0:37
22240002,"Ewing Cove",0,0,3,0,0,3,3:58
22240003,"Lawson's Bluff - Sucia Island",0,0,3,0,0,2,4:45
22240004,"Kelsey's Wall (Ewing Island North Side)",0,0,4,0,0,2,5:27
22240005,"Around corner from Matia Island Dock",0,0,1,0,0,0,0:54
22240006,"Puffin Island",0,0,1,0,0,0,0:52
2225,"Patos Island",0,0,1,0,0,1,1:37
22250002,"King Crab Hole - Patos Island",0,0,1,0,0,1,1:37
23,"HOOD CANAL",2,1,1849,121,24,1127,2590:40
2310,"Termination Point - Oak Head (Toandos Penninsula)",0,0,9,5,0,0,12:50
23100001,"The Sisters",0,0,6,4,0,0,8:30
23100002,"Paradise Reef",0,0,0,1,0,0,0:40
23100003,"Kitsap Memorial State Park",0,0,3,0,0,0,3:40
2320,"Dabob Bay",2,0,454,35,6,223,596:55
23200001,"Pulali Point East Wall",0,0,32,1,0,18,37:10
23200002,"Pulali Point West Wall",0,0,78,0,0,30,87:56
23200003,"The Pinnacle (Seamount)",2,0,162,10,4,79,194:44
23200005,"Point Whitney Shellfish Lab Pipeline (by ponds)",0,0,83,23,2,62,173:19
23200006,"Black Point",0,0,30,1,0,21,42:20
23200007,"Pleasant Harbor Marina",0,0,1,0,0,0,0:44
23200008,"Pulali Point South Fingers / Wall",0,0,40,0,0,8,37:55
23200009,"Pleasant Harbor WDFW Boat Ramp",0,0,1,0,0,2,2:07
23200010,"Pleasant Harbor State Park Moorage",0,0,3,0,0,0,1:00
23200011,"Black Point North Tip (Boston Point)",0,0,0,0,0,2,0:28
23200012,"Broken Leg Rocks",0,0,22,0,0,1,17:31
23200013,"85 Stairs",0,0,1,0,0,0,0:50
23200014,"Point Whitney Shellfish Labs South Pipeline (by main building)",0,0,1,0,0,0,0:51
2330,"Quatsap Pt. and Misery Pt. - Potlatch State Park",0,0,1326,77,16,861,1881:40
23301,"Quatsap Pt. and Misery Pt - Eldon",0,0,340,7,2,262,429:49
23301002,"Quatsap Point",0,0,0,0,0,1,0:36
23301003,"Rosie's Ravine (deep wall)",0,0,26,0,0,8,23:23
23301004,"Goby Garden (shallow wall)",0,0,15,0,0,18,24:38
23301005,"Triton Cove",0,0,5,0,0,2,5:42
23301006,"The Knuckle / Flagpole Point East - (deep)",0,0,82,6,0,41,93:50
23301007,"Mike's Beach Resort",0,0,130,1,2,160,199:41
23301008,"Elephant Wall",0,0,13,0,0,16,23:12
23301009,"Arrowhead (Hood Canal)",0,0,15,0,0,0,11:31
23301010,"Misery Point North",0,0,2,0,0,4,3:21
23301011,"Misery Point South",0,0,2,0,0,4,3:35
23301012,"Flagpole Point West (shallow)",0,0,41,0,0,8,32:44
23301013,"Wreck of the F/V Skookum, Seabeck Bay",0,0,2,0,0,0,1:51
23301014,"Hidden Cove Point",0,0,3,0,0,0,2:03
23301015,"Scenic Beach State Park",0,0,4,0,0,0,3:42
23303,"Eldon - Lilliwaup",0,0,35,7,6,27,62:56
23303001,"Jorsted Creek Area",0,0,34,7,0,27,58:49
23303002,"Ayock Point North",0,0,1,0,6,0,4:07
23304,"Lilliwaup - Potlatch State Park",0,0,951,63,8,572,1388:55
23304001,"Octopus Hole",0,0,78,24,1,90,167:52
23304002,Hoodsport,0,0,14,1,0,24,27:05
23304003,Yellowhouse,0,0,58,4,2,33,71:19
23304004,"Use 23400006 (Was Potlatch State Park)",0,0,10,0,0,6,13:03
23304005,"Sund Rock North Wall Marine Preserve",0,0,459,18,3,207,599:11
23304006,"Sund Rock (south wall)",0,0,306,14,2,190,477:08
23304007,"Whip Garden",0,0,1,0,0,0,0:58
23304008,"Glen Ayr Motel",0,0,9,1,0,10,11:04
23304009,"Cloud Nine / Dewatto Wall",0,0,8,1,0,7,11:56
23304010,"Sunrise Motel",0,0,6,0,0,2,6:35
23304011,"Little Dewatto Bay - south side",0,0,0,0,0,2,0:32
23304012,"Ingvald Gronvold Park (next to dive shop)",0,0,2,0,0,0,1:32
2340,"Potlatch State Park - Lynch Cove (s. end of Canal)",0,1,60,4,2,43,99:15
23400001,"Twanoh State Park",0,0,10,4,2,6,23:08
23400002,"Use 23301012 (was Flagpole Point West)",0,0,6,0,0,14,15:13
23400003,"Olympic Vista (Hood Canal East of Union)",0,1,3,0,0,3,6:40
23400004,"Simply Ciona",0,0,3,0,0,3,4:17
23400005,"Ayers Point",0,0,38,0,0,13,46:30
23400006,"Potlatch State Park",0,0,0,0,0,4,3:27
24,"MT VERNON-EVERETT",1,0,854,84,10,1079,1728:47
2402,"Whidbey Island",1,0,634,48,9,761,1249:55
24020001,"Keystone State Park Jetty",0,0,276,28,4,339,551:27
24020003,"Possession Point Fingers",0,0,19,4,0,40,49:31
24020004,"Possession Point Ferry Wreck",0,0,11,0,0,13,17:44
24020005,"Langley Tire Reef",0,0,102,4,3,162,242:28
24020006,"Keystone State Park Pilings",1,0,46,5,2,82,128:11
24020007,"Deception Pass State Park",0,0,22,4,0,32,50:27
24020008,"Gedney/Hat Island Bar",0,0,1,0,0,6,5:39
24020009,"Admiralty Beach / Driftwood Park Coupeville Tire Reef",0,0,43,2,0,22,52:13
24020010,"North Wall Deception Pass (S. side Pass/Canoe island)",0,0,12,0,0,7,12:15
24020011,"Strawberry Island Deception Pass State Park",0,0,4,0,0,2,5:13
24020012,"Ben Ure Island (North Side)",0,0,1,0,0,0,0:52
24020013,"South Camp Casey",0,0,15,1,0,14,25:40
24020014,"Double Bluff / Big Fish",0,0,1,0,0,0,0:55
24020015,"Rolling Hills Pier - Penn Cove",0,0,1,0,0,1,0:40
24020016,"Glendale - Whidbey Island",0,0,4,0,0,2,4:10
24020017,"Possession Beach Waterfront Park",0,0,0,0,0,18,15:19
24020018,"Deception Island, West side",0,0,0,0,0,1,0:45
24020019,"Keystone area between Jetty and Pilings",0,0,6,0,0,11,15:23
24020020,"Admiralty Beach",0,0,7,0,0,3,8:32
24020021,"Driftwood Park / Admiralty Beach 2 (by cement blockhouse)",0,0,7,0,0,1,7:16
24020023,"Keystone General - no site specified",0,0,11,0,0,5,14:04
24020024,"Holmes Harbor",0,0,2,0,0,0,1:56
24020025,"Ebey's Landing South",0,0,1,0,0,0,1:02
24020026,"Holmes Harbor Boat Ramp",0,0,37,0,0,0,33:41
24020027,"Beverly Beach (Whidbey Island)",0,0,5,0,0,0,4:32
2403,"Camano Island State Park",0,0,3,0,0,6,8:50
24030002,"Lowell Point",0,0,1,0,0,1,1:45
24030003,"Camano Island Boat Ramp Area",0,0,2,0,0,2,3:45
24030004,"Cama Beach State Park",0,0,0,0,0,1,1:15
24030005,"North Beach, Camano Island State Park",0,0,0,0,0,1,1:20
24030006,"Madrona Mudpit",0,0,0,0,0,1,0:45
2404,"Port Susan and Possession Sound",0,0,212,36,1,308,462:20
24040001,"Mukilteo State Park",0,0,15,5,0,27,38:24
24040002,"Mukilteo Fuel Pier (removed 2016)",0,0,26,9,0,13,45:09
24040003,"Mukilteo T - Dock",0,0,147,20,0,251,340:44
24040004,"Mukilteo Tire Reefs",0,0,0,1,0,4,3:30
24040005,"Kayak Point Regional County Park Cove",0,0,2,0,0,0,1:36
24040006,"Kayak Point Regional County Park North Beach",0,0,0,0,0,1,0:40
24040007,"Boeing Pier / Dock / Edgewater Beach Park (north of Mukilteo)",0,0,22,1,1,12,32:17
2405,"Minor and Smith Islands",0,0,5,0,0,4,7:42
24050001,"SW Side Kelp Forest (Smith)",0,0,5,0,0,4,7:42
25,"EVERETT - SEATTLE",58,2,297,240,18,479,1079:41
2510,Edmonds,57,2,290,240,18,470,1065:27
251001,"Edmonds UW Park",49,2,261,217,16,423,960:54
25100100,"Edmonds UW Park (no site specified)",14,2,226,97,11,311,673:02
25100101,"Dry Dock, Edmonds UWP",7,0,7,47,2,22,77:26
25100102,"Enhancements, Edmonds UWP",13,0,2,16,1,17,45:04
25100103,"Cathedrals, Edmonds UWP",7,0,19,23,2,30,81:01
25100104,"Tube Henge, Edmonds UWP",5,0,0,23,0,16,38:11
25100105,"Zig Zag, Edmonds UWP",2,0,0,5,0,4,9:32
25100106,"Hiccup, Edmonds UWP",0,0,0,1,0,1,2:00
25100108,"North End, Edmonds UWP",1,0,4,1,0,8,14:55
25100109,"The Jetty, Edmonds UWP",0,0,3,4,0,14,19:43
251002,"Outside Edmonds",8,0,29,22,2,47,103:45
25100201,"Oil Dock",4,0,18,14,2,30,69:18
25100202,"100 ft. Rock (Meadowdale)",0,0,2,2,0,5,7:19
25100203,"Edmonds Fishing Pier",4,0,2,2,0,5,10:04
25100204,"Edmonds South Breakwater",0,0,7,4,0,3,13:10
25100205,"Sunset Bay Beach Camp",0,0,0,0,0,1,1:09
25100206,"Picnic Point",0,0,0,0,0,3,2:45
2511,"Edwards Pt. - Meadow Pt.",1,0,7,0,0,9,14:14
25110001,"Boeing Creek Reef",1,0,7,0,0,9,14:14
26,"SEATTLE - OLYMPIA",15,4,4384,372,86,2891,6774:00
261,"Seattle  - Point Defiance",15,3,3985,331,71,2518,6024:27
2611,"Bainbridge Island",5,1,283,66,6,171,467:52
26110001,"Norranders Reef / Rockaway Beach",1,0,88,26,1,58,151:26
26110002,"Orchard Rocks",1,0,17,6,0,11,33:40
26110003,"Blakely Rock",0,0,6,0,0,6,8:38
26110004,"Blakely Harbor",0,0,6,0,0,5,8:55
26110005,"Point White",0,0,0,4,0,0,2:54
26110006,"Metridium Wall",0,0,10,3,0,13,20:41
26110007,"Point White Dock (Crystal Springs Pier)",1,0,13,11,0,25,46:28
26110008,"SE Pier of SR 305 Bridge",0,0,0,1,1,0,0:22
26110009,"Devil's Boulder",0,0,2,1,1,2,3:28
26110010,"Fort Ward State Park",0,0,3,4,2,6,11:58
26110011,"NW Orchard Rocks (PMSC2)",0,0,0,6,0,3,5:11
26110012,"The Cribs",0,0,1,1,0,3,4:16
26110013,"South Wing Point",0,0,0,0,0,2,1:03
26110014,"Fay Bainbridge State Park",0,0,1,0,0,4,3:30
26110015,"Toe Jam Rocks",0,1,0,2,0,0,1:17
26110016,"Battle Point North",0,0,0,0,0,1,0:25
26110017,"Likers Point",0,0,7,0,0,2,7:42
26110018,"Seattle Aquarium Pier 59",2,0,0,0,0,0,1:26
26110019,"Agate Pass",0,0,4,0,1,6,7:40
26110020,"Shangrila (Blakely Rock East)",0,0,101,0,0,8,118:31
26110021,"China Wall (Blakely Wall East)",0,0,19,0,0,13,21:04
26110022,"The Boss Wreck (Blakely Harbor)",0,0,2,1,0,3,4:03
26110023,"Bainbridge Reef",0,0,3,0,0,0,3:14
2612,"Vashon Island",0,0,227,31,5,165,336:09
26120001,"Dalco Wall",0,0,29,7,0,10,31:26
26120002,"Maury Island Regional Park Pier",0,0,23,13,1,44,69:08
26120003,"Bottle Garden (Tramp Harbor)",0,0,2,4,0,6,10:04
26120004,"Sandy Shores Pier",0,0,0,1,0,9,7:07
26120005,"Please use 26140015 (was Ed Munro Seahurst Park)",0,0,8,0,0,9,18:46
26120006,"KVI Tower",0,0,75,5,4,53,106:15
26120007,"Barges (Glacier Gravel Pt)",0,0,64,0,0,12,57:53
26120008,"Portage Vashon (Maury Island south of Bottle Gardens)",0,0,0,0,0,3,2:04
26120009,"Dockton Park",0,0,3,0,0,0,3:05
26120010,"Blake Island Reef",0,0,9,1,0,9,14:07
26120011,"The Murph",0,0,7,0,0,2,5:41
26120012,"Dockton 5",0,0,2,0,0,0,0:56
26120013,"Quartermaster Wreck",0,0,5,0,0,3,4:20
26120014,"Tramp Harbor Fishing Pier",0,0,0,0,0,5,5:17
2613,"West Seattle Area",3,0,1009,70,15,721,1547:16
26130001,"Alki Pipeline",1,0,35,10,1,48,91:54
26130002,"Alki Artificial / Fishing Reef (north end buoy)",0,0,51,5,0,26,71:53
26130003,"Des Moines Sunken Boat (please use 26140016)",0,0,2,3,0,3,5:18
26130004,"Seacrest Park Cove 2 (Alki)",1,0,535,30,9,428,847:31
26130005,"Statue of Liberty (Alki Beach)",0,0,10,2,0,5,16:17
26130006,"Brace Point South",0,0,1,0,0,2,2:54
26130007,"Seacrest Park Cove 3 (Alki)",0,0,51,3,3,48,84:20
26130008,"Alki Junk Yard",0,0,251,11,1,113,322:41
26130009,"Seacrest Park Cove 1 (Alki)",0,0,36,6,1,30,49:01
26130010,"North Lincoln Park",0,0,5,0,0,5,11:02
26130011,"53rd Avenue SW CSO aka Alki",1,0,12,0,0,7,19:25
26130012,"Lowman Beach (Murray Pumpstation)",0,0,6,0,0,2,9:49
26130013,"Jack's Block",0,0,6,0,0,0,6:03
26130014,"North end of Don Armeni boat ramp park",0,0,3,0,0,2,3:45
26130015,Microsoft,0,0,5,0,0,1,4:13
26130016,"Don Armeni Boat Ramp South",0,0,0,0,0,1,1:10
2614,"Burien - Tacoma Area",7,0,2420,164,45,1420,3593:16
26140001,"Les Davis Pier Artificial Reef",2,0,177,66,4,217,390:53
26140002,"Narrows Bridge, East side",0,0,17,2,0,4,15:32
26140003,"Saltwater State Park",1,0,213,25,5,115,313:00
26140004,"Three Tree Point North",0,0,594,24,5,351,891:14
26140005,"Dash Point Fishing Pier",0,0,11,1,1,8,18:52
26140006,"Old Town Dock",0,0,5,0,0,16,17:51
26140007,"Redondo M.S.C. Pier (MaST)",2,0,1174,44,25,602,1645:52
26140008,"Owen Beach",0,0,17,1,4,23,32:10
26140009,"Ruston Way - Commencement Bay",0,0,2,0,0,2,3:25
26140010,"Lobster Shop Wall",2,0,4,0,0,0,4:44
26140012,"Redondo Floating Breakwater",0,0,17,0,0,10,24:24
26140013,"Tacoma Pooper Pipe / Marine Park Pipeline",0,0,2,0,0,0,0:58
26140014,"Harbor Lights / Dickman Mill",0,0,2,0,0,2,3:33
26140015,"Seahurst Park",0,0,16,0,0,4,20:06
26140016,"Des Moines Sunken Boat",0,0,1,0,0,0,0:30
26140017,Shenanigans,0,0,3,0,0,0,2:49
26140018,"Three Tree Point South",0,0,4,0,0,3,5:47
26140019,"Katie Downs",0,0,1,0,0,0,0:53
26140020,"Silver Cloud",0,0,1,0,0,0,1:03
26140021,"Cummings Park Pilings ",0,0,1,0,0,1,1:40
26140022,"Redondo Beach (South of Boat Ramp)",0,0,41,1,0,22,63:17
26140023,"Chinese Reconciliation Park",0,0,0,0,0,2,2:07
26140025,"Pyramid Saltwater Marine State Park",0,0,11,0,0,2,11:27
26140026,"MPA Saltwater Marine State Park",0,0,67,0,0,18,71:09
26140027,"Northern Saltwater Marine State Park",0,0,28,0,0,8,30:38
26140028,"North of Saltwater Marine State Park",0,0,4,0,0,0,3:08
26140029,"Redondo North",0,0,7,0,1,10,16:14
2615,"King Co line (north) to S. Elliot Bay",0,2,46,0,0,41,79:54
261501,"N. King Co. line to Medow Pt/Shilshole Bay",0,0,3,0,0,11,16:58
26150101,"Richmond Beach Marine Park",0,0,3,0,0,11,16:58
261502,"Shilshole Bay",0,2,28,0,0,26,47:51
26150201,"Golden Gardens",0,0,0,0,0,3,3:07
26150202,"Shilshole Marina North Jetty 2nd Light",0,0,4,0,0,2,6:00
26150203,"Shilshole Northern Entrance/Seaview Avenue Pier",0,2,9,0,0,8,19:04
26150204,"Shilshole Marina South Jetty 3rd Light",0,0,0,0,0,2,1:45
26150205,"Wreck of the Omar",0,0,11,0,0,10,14:07
26150206,"North Discovery Park Kelp Bed",0,0,0,0,0,1,0:52
26150207,"Dauntless Wreck",0,0,1,0,0,0,1:06
26150208,"Vertical Barge",0,0,1,0,0,0,0:41
26150209,"Horizontal Barge",0,0,1,0,0,0,0:35
26150210,"Shilshole Bay - Outside Breakwater",0,0,1,0,0,0,0:34
261503,"West Point Lighthouse to Duwamish Head (incl. Elliot Bay)",0,0,15,0,0,4,15:05
26150302,"Magnolia Barges 4 Mile Rock",0,0,5,0,0,4,5:24
26150303,"Magnolia Jetty (Smith Cove)",0,0,10,0,0,0,9:41
262,"Point Defiance  - Olympia",0,1,399,41,15,373,749:33
2621,"Pt. Defiance - Nisqually River",0,1,394,41,15,370,743:07
26210001,"Pt. Defiance North Wall",0,0,58,1,1,38,75:09
26210002,"Pt. Defiance West Wall",0,0,1,0,0,4,3:49
26210003,"Narrows Bridge (West End)",0,0,2,1,0,1,2:47
26210004,"Day Island Wall",0,0,105,7,0,68,169:08
26210005,"Titlow Beach",0,0,116,17,7,115,248:16
26210007,"Sunnyside Beach (Steilacoom)",0,1,97,15,6,138,224:33
26210008,"Milepost 8 (The Narrows)",0,0,8,0,0,4,7:45
26210009,"Saltar's Point (Steilacoom)",0,0,6,0,0,2,10:07
26210010,"Toliva Shoal",0,0,1,0,0,0,1:09
26210011,"Solo Point Beach",0,0,0,0,1,0,0:24
2622,"Nisqually River - Copper Point (W. Budd Inlet)",0,0,5,0,0,3,6:26
26220001,"Tolmie Barges",0,0,5,0,0,3,6:26
27,"OLYMPIC PENINSULA",23,1,1522,108,13,444,1854:23
2701,"Hood Head - Dungeness Bay",1,1,228,76,10,153,439:31
270101,"Port Townsend",1,1,198,26,6,133,346:48
27010101,"Fort Worden State Park Artificial Reef",1,1,16,17,0,22,51:46
27010102,"Union Wharf",0,0,1,2,2,15,16:55
27010103,"Marine Science Center Wharf (Fort Worden State Park)",0,0,31,3,3,12,45:11
27010104,"North Beach",0,0,1,2,0,2,4:27
27010105,"Point Hudson Jetty",0,0,127,1,0,64,197:00
27010106,"Old Alcohol Plant Marina (Port Hadlock)",0,0,0,0,0,2,1:20
27010107,"Comet Wreck",0,0,8,0,0,0,7:01
27010108,"Ranger Wreck",0,0,6,0,1,8,12:02
27010110,"Point Wilson Kelp Beds (NW side of point)",0,0,2,0,0,8,5:42
27010111,"Monroe Street Boat Ramp",0,0,5,0,0,0,3:54
27010112,"Old Ferry Landing Port Townsend",0,0,1,0,0,0,0:45
270102,"Marrowstone Island and Indian Island",0,0,8,43,1,7,48:23
27010201,"Fort Flagler Artificial Reef",0,0,5,43,1,6,44:33
27010202,"Alaska Reefer Wreck",0,0,3,0,0,0,2:45
270103,"Discovery Bay",0,0,16,4,0,6,26:10
27010301,"Ed's Fault",0,0,7,4,0,4,14:22
27010302,"Warhawk Wreck",0,0,3,0,0,1,4:22
27010303,"Gardiner Boat Launch",0,0,6,0,0,1,7:26
270104,"Port Ludlow Area",0,0,6,3,0,1,10:33
27010401,"Klas Rock",0,0,2,1,0,1,4:16
27010402,"Mats Mats Quarry",0,0,4,2,0,0,6:17
270105,"Sequim Bay",0,0,0,0,3,6,7:37
27010501,"Port Williams Boat Ramp",0,0,0,0,3,6,7:37
2702,"Dungeness Bay - Kydaka Point",4,0,167,16,2,192,344:55
270201,"Dungeness Bay - Pillar Pt (incl. Pt. Angeles)",0,0,55,14,2,180,217:52
27020101,"Salt Creek Westmost Stairs (Tongue Point)",0,0,8,1,0,3,11:14
27020102,"Salt Creek Middle West Stairs (Tongue Point)",0,0,9,5,0,13,21:44
27020103,"Salt Creek Middle East Stairs (Tongue Point)",0,0,5,0,0,2,7:31
27020104,"Salt Creek Eastmost Stairs (Tongue Point)",0,0,1,6,0,1,6:00
27020105,"Ediz Hook Park",0,0,2,0,0,22,22:16
27020106,"Ediz Hook Cell Tower",0,0,19,0,0,110,107:22
27020107,"Freshwater Bay",0,0,1,0,2,7,11:09
27020108,"Crescent Beach",0,0,1,0,0,1,1:06
27020109,"Jamestown Eel Grass Bed",0,0,0,0,0,1,0:55
27020110,"Diamond Knot Wreck",0,0,1,2,0,3,3:35
27020111,"Port Angeles Yacht Club",0,0,0,0,0,1,0:42
27020112,"Ediz Hook Log Dump",0,0,1,0,0,5,5:03
27020113,"Martha Foss",0,0,0,0,0,1,0:30
27020114,"Dungeness Crane",0,0,0,0,0,1,0:31
27020115,"Port Angeles City Pier",0,0,0,0,0,2,1:14
27020116,"Bachelor Rock",0,0,5,0,0,5,13:06
27020117,"Bill's Cove",0,0,0,0,0,2,1:29
27020118,"Cormorant Cliff",0,0,1,0,0,0,1:10
27020119,"Ocean Cove",0,0,1,0,0,0,1:15
270202,"Pillar Pt - Kydaka Pt. (incl. Clallum Bay)",4,0,112,2,0,12,127:03
27020201,"Eagle Point",0,0,1,1,0,0,1:57
27020202,"Sekiu Rocks Reef (west of Jetty)",2,0,104,1,0,11,115:17
27020203,"Sekiu Jetty (the actual jetty)",0,0,2,0,0,0,2:20
27020204,"Coho Resort Jetty",2,0,3,0,0,1,5:20
27020205,"Red Shack - Clallam Bay",0,0,2,0,0,0,2:09
2703,"Kydaka Point - Cape Flattery",18,0,1127,16,1,99,1069:57
270301,"Cape Flattery - Koitlah Pt (OCNMS boundary)",5,0,915,9,0,71,855:37
27030101,"Koitlah Point",0,0,74,9,0,5,76:25
27030102,"Warm House Beach",0,0,34,0,0,5,31:04
27030103,"Chibahdehl Rocks",1,0,126,0,0,7,113:30
27030104,"Puffin Pt (between Chibendahl and Slant Rocks)",0,0,16,0,0,2,13:07
27030105,"Slant Rock",0,0,116,0,0,10,103:46
27030106,"Mushroom Rock",0,0,123,0,0,9,115:55
27030107,"Box Canyon (West of Mushroom Rock)",0,0,134,0,0,11,123:46
27030108,"Tatoosh (Tatooche) Island South",0,0,115,0,0,9,108:39
27030109,"Ole's Hole",1,0,0,0,0,0,0:51
27030110,"Tatoosh (Tatooche) Island East",3,0,34,0,0,7,36:57
